Chr17	85300000	85320000	2.92418521717
Chr17	85320000	85340000	2.59275765523
Chr17	85340000	85360000	2.27885547765
Chr17	85360000	85380000	1.44639377907
Chr17	85380000	85400000	3.54874641021
Chr17	85400000	85420000	4.4972676176
Chr17	85420000	85440000	3.21661849218
Chr17	85440000	85460000	3.44766688182
Chr17	85460000	85480000	1.81915715102
Chr17	85480000	85500000	3.30156100858
Chr17	85500000	85520000	10.3622923366
Chr17	85520000	85540000	2.35123578366
Chr17	85540000	85560000	5.00347138343
Chr17	85560000	85580000	3.53164761965
Chr17	85580000	85600000	8.54242488807
Chr17	85600000	85620000	4.59368039967
Chr17	85620000	85640000	1.9165994068
Chr17	85640000	85660000	6.64046725648
Chr17	85660000	85680000	8.06883542869
Chr17	85680000	85700000	5.06732589949
Chr17	85700000	85720000	4.46914065084
Chr17	85720000	85740000	6.20066665641
Chr17	85740000	85760000	9.49700000963
Chr17	85760000	85780000	6.7697896414
Chr17	85780000	85800000	9.29378999176
Chr17	85800000	85820000	3.82973713782
Chr17	85820000	85840000	1.28435323824
Chr17	85840000	85860000	7.22934343074
Chr17	85860000	85880000	6.55303792519
Chr17	85880000	85900000	3.78399216926
Chr17	85900000	85920000	8.27400710565
Chr17	85920000	85940000	11.3041451654
Chr17	85940000	85960000	9.68665855226
Chr17	85960000	85980000	0
Chr17	85980000	86000000	12.523739127
Chr17	86000000	86020000	8.43595762626
Chr17	86020000	86040000	1.65943988892
Chr17	86040000	86060000	12.0971705366
Chr17	86060000	86080000	23.5917973923
Chr17	86080000	86100000	11.9333198034
Chr17	86100000	86120000	27.8534953496
Chr17	86120000	86140000	11.984016283
Chr17	86140000	86160000	21.5111652355
Chr17	86160000	86180000	25.3981833709
Chr17	86180000	86200000	29.712863982
Chr17	86200000	86220000	31.0703750416
Chr17	86220000	86240000	30.282192615
Chr17	86240000	86260000	0
Chr17	86260000	86280000	16.5594953868
Chr17	86280000	86300000	46.8222381049
Chr17	86300000	86320000	24.3110648286
Chr17	86320000	86340000	23.7172920807
Chr17	86340000	86360000	18.8276411914
Chr17	86360000	86380000	25.9781189335
Chr17	86380000	86400000	23.04013684
Chr17	86400000	86420000	17.8091556172
Chr17	86420000	86440000	19.8831776417
Chr17	86440000	86460000	10.5580265444
Chr17	86460000	86480000	16.8141041413
Chr17	86480000	86500000	21.9058479596
Chr17	86500000	86520000	17.6905375293
Chr17	86520000	86540000	7.44708098049
Chr17	86540000	86560000	9.61623670026
Chr17	86560000	86580000	13.5509959039
Chr17	86580000	86600000	11.5937471179
Chr17	86600000	86620000	9.43784909984
Chr17	86620000	86640000	6.11640547169
Chr17	86640000	86660000	9.2117261321
Chr17	86660000	86680000	9.57773230874
Chr17	86680000	86700000	8.28512663089
Chr17	86700000	86720000	13.698903994
Chr17	86720000	86740000	13.1033687132
Chr17	86740000	86760000	14.8810567366
Chr17	86760000	86780000	7.83540061984
Chr17	86780000	86800000	9.71247740362
